year   IAGA     geolat      geolon    declination
2008   R06       31.84      257.68        7.38
2008   R07       47.13      266.34        1.04
2008   R08       44.33      286.44      345.16
2008   R09       41.65      287.28      345.66
2008   R10       42.61      288.52      344.69
2008   SKD       66.57       66.78       23.20
2008   BEY       73.30       70.00       31.45
2008   KHS       71.16       66.83       28.48
2008   GLK       40.94       44.47        5.77
2008   KLI       60.86       39.52       13.02
2008   KZN       55.93       48.74       12.53
2008   MHV       54.94       37.73        9.71
2008   NAD       65.53       72.51       21.50
2008   WSE       66.55       33.10       13.33
2008   POD       61.58       90.03        9.24
2009   SON       25.12       66.44        0.69
2009   AMU       61.24      210.13       19.42
2009   YKC       62.48      245.52       19.97
2009   CBB       69.12      254.97       10.22
2009   RES       74.69      265.11      329.66
2009   BLC       64.32      263.99      357.17
2009   MEA       54.62      246.65       16.46
2009   SIT       57.06      224.67       21.53
2009   PBQ       55.28      282.26      342.06
2009   MEK       62.77       30.97       10.90
2009   STJ       47.60      307.32      340.06
2009   ALE       82.50      297.50      300.80
2009   LRV       64.18      338.30      343.70
2009   BOU       40.14      254.76        9.45
2009   FRN       37.09      240.28       13.88
2009   VIC       48.52      236.58       17.76
2009   NEW       48.27      242.88       16.11
2009   LOV       59.35       17.83        4.68
2009   LER       60.13      358.82      356.20
2009   VAL       51.93      349.75      354.03
2009   HAD       50.98      355.52      356.59
2009   ESK       55.32      356.80      356.27
2009   MAB       50.30        5.68        0.28
2009   DOU       50.10        4.60      359.95
2009   BFE       55.62       11.67        2.12
2009   CLF       48.02        2.27      359.38
2009   OTT       45.40      284.45      345.99
2009   WNG       53.75        9.07        1.23
2009   VRE      -17.28      292.38      353.41
2009   SHE      -15.95      354.27      341.81
2009   SMA       36.99      334.87      350.56
2009   PNL      -16.68      303.83      344.13
2009   THY       46.90       17.54        3.39
2009   BEL       51.83       20.80        4.66
2009   FUR       48.17       11.28        1.96
2009   NGK       52.07       12.68        2.40
2009   BDV       49.07       14.02        2.68
2009   FRD       38.20      282.63      349.51
2009   CRP       10.44      275.09      359.79
2009   HYB       17.40       78.60      358.97
2009   IPM      -27.20      250.58       15.46
2009   KMH      -26.54       18.11      342.74
2009   NMP      -15.09       39.25      351.93
2009   DED       70.36      211.21       23.01
2009   KEP      -54.28      323.51      353.09
2009   CDP       31.00      256.30        7.84
2009   DMC      -75.25      235.83       63.83
2009   LON       45.41       16.66        3.10
2009   SPG       60.54       29.72        9.56
2009   TAB       76.54      291.18      306.95
2009   ROE       55.17        8.55        0.99
2009   THL       77.47      290.77      305.03
2009   SVS       76.02      294.90      309.37
2009   KUV       74.57      302.82      315.23
2009   UPN       72.78      303.85      318.03
2009   UMQ       70.68      307.87      322.35
2009   GDH       69.25      306.47      323.37
2009   ATU       67.93      306.43      324.84
2009   STF       67.02      309.28      326.86
2009   SKT       65.42      307.10      327.73
2009   GHB       64.17      308.27      329.32
2009   FHB       62.00      310.32      331.91
2009   NAQ       61.16      314.56      334.03
2009   NRD       81.60      343.33      339.37
2009   DMH       76.77      341.37      339.72
2009   DNB       74.30      339.78      339.59
2009   SCO       70.48      338.03      340.24
2009   AMK       65.60      322.37      334.09
2009   MCN       73.93      322.38      327.63
2009   MCE       72.40      326.10      331.21
2009   MCW       72.00      317.41      326.09
2009   MCG       72.60      321.65      328.19
2009   MCR       66.48      313.71      329.21
2009   TDC      -37.10      347.69      336.02
2009   SUM       72.30      321.70      328.46
2009   HOV       61.50      353.20      353.00
2009   GIM       56.38      265.36      359.71
2009   TAL       69.54      266.45      344.37
2009   CNL       65.75      248.75       18.68
2009   DAW       64.05      220.89       23.83
2009   EKP       61.11      265.95      356.51
2009   FCC       58.76      265.91      357.97
2009   FMC       56.66      248.79       15.83
2009   FSP       61.76      238.77       22.69
2009   SMI       60.03      248.07       17.35
2009   ISL       53.86      265.34        0.53
2009   PIN       50.20      263.96        2.72
2009   RAL       58.22      256.32        9.80
2009   RAN       62.82      267.89      352.08
2009   NOR       71.09       25.79       11.34
2009   NAL       78.92       11.95        3.08
2009   LYR       78.20       15.83        6.01
2009   JAN       70.90      351.30      348.96
2009   HOP       76.51       25.01       12.43
2009   BJN       74.50       19.20        7.94
2009   SOR       70.54       22.22        9.03
2009   TRO       69.66       18.94        6.87
2009   AND       69.30       16.03        5.07
2009   JCK       66.40       16.98        5.23
2009   DON       66.11       12.50        2.76
2009   RVK       64.94       10.99        1.90
2009   DOB       62.07        9.11        0.97
2009   SOL       61.08        4.84      358.98
2009   KAR       59.21        5.24      359.36
2009   HRN       77.00       15.60        5.72
2009   ALT       69.86       22.96        9.30
2009   KEV       69.76       27.01       11.61
2009   MAS       69.46       23.70        9.62
2009   KIL       69.06       20.77        7.83
2009   KAU       69.02       23.05        9.13
2009   IVA       68.56       27.29       11.35
2009   ABK       68.35       18.82        6.56
2009   LEK       68.13       13.54        3.47
2009   MUO       68.02       23.53        9.13
2009   LOZ       67.97       35.02       15.08
2009   KIR       67.84       20.42        7.37
2009   SOD       67.37       26.63       10.59
2009   PEL       66.90       24.08        9.11
2009   LYC       64.61       18.75        5.87
2009   OUJ       64.52       27.23        9.92
2009   HAN       62.25       26.60        8.90
2009   NUR       60.50       24.65        7.61
2009   UPS       59.90       17.35        4.56
2009   TAR       58.26       26.46        7.67
2009   BRW       71.32      203.38       19.34
2009   KAV       70.14      216.35       25.13
2009   KOT       66.88      197.40       14.87
2009   ARC       68.12      214.44       23.50
2009   INK       68.41      226.23       27.08
2009   BET       66.90      208.45       20.49
2009   FYU       66.56      214.78       23.00
2009   EAG       64.78      218.84       23.61
2009   CMO       64.87      212.14       21.36
2009   CGO       64.87      212.14       21.36
2009   GAK       62.39      214.87       21.46
2009   TLK       63.30      209.90       19.96
2009   CPY       70.20      235.30       28.27
2009   PKR       65.12      212.57       21.62
2009   DIK       73.53       80.70       30.29
2009   CCS       77.72      104.28       16.43
2009   TIK       71.59      128.92      342.98
2009   CWE       66.17      190.17       10.64
2009   ARK       64.60       40.50       15.60
2009   AAE        9.03       38.77        1.90
2009   ABG       18.62       72.87      359.26
2009   AMS      -37.80       77.57      321.26
2009   API      -13.80      188.22       11.47
2009   ASP      -23.77      133.88        5.06
2009   BMT       40.30      116.20      353.51
2009   BNG        4.33       18.57        0.01
2009   BSL       30.35      270.36      359.75
2009   CNB      -34.10      150.70       12.61
2009   CAN      -35.31      149.36       12.59
2009   CZT      -46.43       51.87      310.17
2009   DLR       29.49      259.08        6.47
2009   DRV      -66.67      140.01      168.75
2009   EYR      -43.40      172.40       23.64
2009   GNA      -31.80      116.00      358.32
2009   GUA       13.59      144.87        1.24
2009   GUI       28.32      343.57      353.85
2009   HBK      -25.88       27.71      342.20
2009   HER      -34.43       19.23      334.66
2009   HLP       54.61       18.82        4.45
2009   HON       21.32      202.00        9.85
2009   HRB       47.86       18.19        3.60
2009   IQA       63.75      291.48      328.41
2009   IRT       52.17      104.45      356.73
2009   ISK       41.07       29.06        4.66
2009   KAK       36.23      140.18      352.76
2009   KOU        5.21      307.27      341.96
2009   LNP       25.00      121.17      356.16
2009   MBO       14.38      343.03      351.74
2009   MMB       43.91      144.19      350.93
2009   NCK       47.63       16.72        3.26
2009   MZH       49.60      117.40      350.86
2009   PAF      -49.35       70.26      303.20
2009   PHU       21.03      105.95      358.73
2009   PPT      -17.57      210.42       12.84
2009   SBA      -77.85      166.78      143.75
2009   SJG       18.11      293.85      347.24
2009   SPT       39.55      355.65      357.98
2009   SUA       45.32       26.25        4.87
2009   TAM       22.79        5.53      359.88
2009   TAN      -18.92       47.55      344.66
2009   TUC       32.17      249.27       10.64
2009   VSS      -22.40      316.35      338.10
2009   KIV       50.72       30.30        6.71
2009   LNN       59.95       30.70        9.71
2009   NKK       45.77       62.12        7.65
2009   MNK       54.50       27.88        7.10
2009   ODE       46.78       30.88        5.91
2009   TUL       35.92      264.22        3.55
2009   ASH       37.95       58.10        4.61
2009   TOL       39.88      355.95      358.06
2009   NVS       55.03       82.90        8.93
2009   KGD       49.82       73.08        8.65
2009   AAA       43.25       76.92        4.91
2009   TKT       41.33       69.62        5.06
2009   LVV       49.90       23.75        5.10
2009   RSV       55.85       12.45        2.40
2009   MOS       55.48       37.31        9.94
2009   YSS       46.95      142.72      349.67
2009   HIS       80.62       58.05       36.13
2009   ZGN       66.75      123.26      344.41
2009   YAK       60.02      129.72      344.73
2009   PPI       42.98      131.73      349.97
